jinhanki_id_joined,geom_joined_any,population
湯島三丁目 - 3382,POINT(139.7698347 35.7069283),4895.0
湯島三丁目 - 3396,POINT(139.7692466 35.706642),4895.0
山吹町 - 3478,POINT(139.7298221 35.7085712),7967.0
関口一丁目 - 3281,POINT(139.7299403 35.7092142),7967.0
関口一丁目 - 3277,POINT(139.7301996 35.7092535),7967.0
関口一丁目 - 3280,POINT(139.7300208 35.7090067),7967.0
関口一丁目 - 3278,POINT(139.7300705 35.7089156),7967.0
山吹町 - 3477,POINT(139.730307 35.7086303),7967.0
東上野二丁目 - 565,POINT(139.7788716 35.7108871),9278.0
東上野二丁目 - 561,POINT(139.778799 35.7110236),9278.0
東上野三丁目 - 612,POINT(139.7789176 35.7115716),9278.0
奥多摩町 - 1712,POINT(139.0969957 35.8084413),193.0
高尾町 - 1854,POINT(139.2558521 35.631069),249.0
弐分方町 - 1344,POINT(139.2811431 35.6740217),1608.0
有明三丁目 - 3179,POINT(139.7969991 35.6329648),3344.0
新丸子東一丁目 - 1845,POINT(139.661903 35.579939),5152.0
旭が丘六丁目 - 1885,POINT(139.368224 35.659958),5664.0
本郷五丁目 - 2274,POINT(139.7580065 35.7074918),9792.0
東中野四丁目 - 932,POINT(139.6871527 35.7110255),10816.0
東中野四丁目 - 931,POINT(139.6874056 35.7110801),10816.0
東中野四丁目 - 933,POINT(139.6872568 35.7110417),10816.0
芝浦一丁目 - 2218,POINT(139.7536964 35.6480988),4897.0
上野四丁目 - 2436,POINT(139.7750589 35.7111101),5153.0
西橋本一丁目 - 2237,POINT(139.3392082 35.5906678),6433.0
西橋本一丁目 - 2235,POINT(139.3392377 35.5910539),6433.0
浅草橋一丁目 - 3158,POINT(139.784737 35.6972777),7969.0
小島二丁目 - 2643,POINT(139.7837109 35.706329),8770.0
小島二丁目 - 2638,POINT(139.7835092 35.7063349),8770.0
小島二丁目 - 2656,POINT(139.7836129 35.7064507),8770.0
山王一丁目 - 3088,POINT(139.7216859 35.5920017),12866.0
山王一丁目 - 3086,POINT(139.7217074 35.5919995),12866.0
西大井四丁目 - 2164,POINT(139.721167 35.5918483),12866.0
諏訪町 - 4130,POINT(139.2947401 35.6800224),2193.0
諏訪町 - 4127,POINT(139.2949493 35.68031),2193.0
神田小川町三丁目 - 1709,POINT(139.7613904 35.6944835),3345.0
みなみ野五丁目 - 1454,POINT(139.3199063 35.6266133),3473.0
みなみ野五丁目 - 1455,POINT(139.3198748 35.6266607),3473.0
芝公園一丁目 - 1898,POINT(139.7513431 35.6608138),4386.0
駒場四丁目 - 1004,POINT(139.67896 35.664031),5154.0
湯島三丁目 - 3398,POINT(139.7698767 35.7059667),5666.0
上野一丁目 - 2536,POINT(139.7701185 35.7065973),5666.0
湯島三丁目 - 3365,POINT(139.7699861 35.70595),5666.0
新蒲田一丁目 - 1249,POINT(139.7105673 35.5586891),7202.0
住吉二丁目 - 4614,POINT(139.8157524 35.6898797),11332.0
住吉二丁目 - 4525,POINT(139.8157439 35.6897856),11332.0
東上野四丁目 - 658,POINT(139.7813855 35.7140664),14916.0
東上野四丁目 - 657,POINT(139.781442 35.7140713),14916.0
生田二丁目 - 1090,POINT(139.5484662 35.6225934),4899.0
上野二丁目 - 2504,POINT(139.771237 35.709707),5667.0
新川三丁目 - 3764,POINT(139.5725931 35.6792295),5923.0
曙町三丁目 - 2672,POINT(139.4211802 35.7002979),6179.0
曙町三丁目 - 2674,POINT(139.4213335 35.7002868),6179.0
下連雀九丁目 - 2730,POINT(139.5607141 35.6841653),9286.0
西寺方町 - 1543,POINT(139.2675475 35.6870281),1033.0
川町 - 1511,POINT(139.2717273 35.6690236),1033.0
西寺方町 - 1525,POINT(139.2675489 35.6870739),1033.0
弐分方町 - 1360,POINT(139.2809075 35.6759343),1225.0
弐分方町 - 1346,POINT(139.2819465 35.6741917),1673.0
奈良 - 628,POINT(139.4878547 35.556006),2322.0
西麻布二丁目 - 3887,POINT(139.721682 35.661392),2962.0
西麻布二丁目 - 3888,POINT(139.721918 35.661344),2962.0
西橋本二丁目 - 481,POINT(139.336263 35.5934812),7972.0
下落合二丁目 - 1419,POINT(139.7039067 35.7154304),11336.0
千人町二丁目 - 219,POINT(139.3122919 35.6565153),5157.0
千人町二丁目 - 218,POINT(139.3114631 35.6572977),5157.0
千人町二丁目 - 221,POINT(139.3120719 35.6564259),5157.0
千人町二丁目 - 222,POINT(139.311742 35.6571691),5157.0
千人町二丁目 - 217,POINT(139.3121015 35.6568117),5157.0
外神田二丁目 - 3659,POINT(139.7676818 35.7013319),5413.0
外神田二丁目 - 3677,POINT(139.7674291 35.7013438),5413.0
外神田二丁目 - 3675,POINT(139.7674147 35.7013273),5413.0
四谷三栄町 - 1758,POINT(139.7246575 35.6889285),5669.0
上野五丁目 - 2389,POINT(139.7752123 35.7057973),5925.0
外神田五丁目 - 3554,POINT(139.7737912 35.703358),6437.0
外神田五丁目 - 3567,POINT(139.7738298 35.7038551),6437.0
外神田五丁目 - 3566,POINT(139.7734612 35.7033323),6437.0
外神田五丁目 - 3577,POINT(139.7738549 35.7034825),6437.0
木場四丁目 - 3589,POINT(139.8092964 35.6732643),7205.0
本駒込六丁目 - 489,POINT(139.7481464 35.732459),7461.0
台東四丁目 - 2811,POINT(139.7781244 35.7066953),7717.0
台東四丁目 - 2817,POINT(139.7787871 35.7059894),7717.0
台東四丁目 - 2826,POINT(139.7787783 35.7059901),7717.0
豊島一丁目 - 4609,POINT(139.7416156 35.7575714),7717.0
台東四丁目 - 2822,POINT(139.7787952 35.7059883),7717.0
台東四丁目 - 2816,POINT(139.7780978 35.7067732),7717.0
山王一丁目 - 3087,POINT(139.7242599 35.5916497),7973.0
山王一丁目 - 3090,POINT(139.724283 35.5916485),7973.0
山王一丁目 - 3082,POINT(139.7242712 35.5916486),7973.0
中和泉二丁目 - 1321,POINT(139.571907 35.639471),9802.0
諏訪町 - 4123,POINT(139.2957308 35.6804978),2707.0
神田神保町1 - 4012,POINT(139.7606856 35.6947678),2707.0
神田神保町1 - 4015,POINT(139.7605668 35.6947242),2707.0
外神田一丁目 - 3710,POINT(139.7717378 35.6993429),3603.0
秋葉原クロスフィールド - 2700,POINT(139.7719881 35.6997447),3603.0
大和田町四丁目 - 1426,POINT(139.3572085 35.6669015),3731.0
花川戸二丁目 - 166,POINT(139.8018324 35.7147251),3859.0
清澄三丁目 - 4261,POINT(139.7985524 35.6812905),5414.0
清澄三丁目 - 4260,POINT(139.7987406 35.6813946),5414.0
六本木 - 813,POINT(139.732529 35.663007),6182.0
六本木 - 814,POINT(139.732519 35.663011),6182.0
田端新町三丁目 - 1227,POINT(139.7621266 35.7429437),12364.0
弥生二丁目 - 4329,POINT(139.7622416 35.7159422),12876.0
関前三丁目 - 1587,POINT(139.5532556 35.7137948),6183.0
緑町二丁目 - 2625,POINT(139.5217806 35.7086377),6439.0
中町 - 721,POINT(139.3354266 35.6587722),6951.0
中町 - 713,POINT(139.3354963 35.6592363),6951.0
西橋本二丁目 - 482,POINT(139.3372207 35.5915993),7207.0
成田東三丁目 - 4697,POINT(139.6403141 35.6935346),8270.0
西片二丁目 - 797,POINT(139.757202 35.7163109),12366.0
西片二丁目 - 802,POINT(139.7572177 35.7162939),12366.0
弐分方町 - 1350,POINT(139.2805531 35.6764473),1418.0
西大沼三丁目 - 169,POINT(139.4127251 35.5450989),1738.0
兵衛二丁目 - 1894,POINT(139.3424036 35.6249792),1866.0
兵衛二丁目 - 4498,POINT(139.3424078 35.6249774),1866.0
兵衛二丁目 - 4517,POINT(139.3424 35.6249808),1866.0
兵衛二丁目 - 4522,POINT(139.3424903 35.6249381),1866.0
青柳三丁目 - 434,POINT(139.419095 35.684394),2324.0
青柳三丁目 - 433,POINT(139.419076 35.684387),2324.0
新田二丁目 - 1682,POINT(139.7445918 35.7706679),2324.0
中野山王二丁目 - 1460,POINT(139.3299936 35.6727504),3604.0
吉祥寺本町三丁目 - 1752,POINT(139.5736228 35.7049761),5672.0
吉祥寺本町三丁目 - 1753,POINT(139.5736259 35.7049797),5672.0
国領町八丁目 - 917,POINT(139.5619151 35.6466724),6440.0
国領町八丁目 - 4438,POINT(139.561717 35.646702),6440.0
国領町八丁目 - 918,POINT(139.561832 35.6467192),6440.0
国領町八丁目 - 4440,POINT(139.561876 35.646597),6440.0
国領町八丁目 - 4395,POINT(139.5623804 35.6460618),6440.0
上野三丁目 - 2454,POINT(139.774042 35.7056885),6696.0
上野五丁目 - 2410,POINT(139.7746895 35.7053115),6696.0
上野三丁目 - 2473,POINT(139.7740893 35.7048909),6696.0
上野五丁目 - 2400,POINT(139.7746715 35.7049188),6696.0
上野五丁目 - 2381,POINT(139.7747012 35.7054076),6696.0
上野三丁目 - 2455,POINT(139.7740648 35.7047404),6696.0
上野五丁目 - 2382,POINT(139.7747809 35.7056452),6696.0
浅草橋五丁目 - 2991,POINT(139.7822378 35.7014421),8272.0
浅草橋五丁目 - 2998,POINT(139.7820739 35.7015294),8272.0
浅草橋五丁目 - 2996,POINT(139.7820626 35.7015307),8272.0
浅草橋五丁目 - 3011,POINT(139.7821096 35.7015281),8272.0
本郷二丁目 - 3301,POINT(139.7604593 35.706399),13904.0
神田鍛冶町 - 1843,POINT(139.7706015 35.6933362),4137.0
神田鍛冶町三丁目 - 1773,POINT(139.7708174 35.6934766),4137.0
淵野辺本町四丁目 - 1903,POINT(139.4051181 35.567984),4649.0
外神田二丁目 - 3671,POINT(139.7688036 35.701834),6185.0
外神田二丁目 - 3681,POINT(139.7687643 35.7017583),6185.0
外神田二丁目 - 3657,POINT(139.7681024 35.7014261),6185.0
外神田二丁目 - 3660,POINT(139.7681412 35.7019033),6185.0
外神田二丁目 - 3653,POINT(139.7687844 35.7013536),6185.0
外神田二丁目 - 3656,POINT(139.7689015 35.7018496),6185.0
神田佐久間町三丁目 - 3867,POINT(139.7783998 35.6984658),6953.0
神田佐久間町三丁目 - 3857,POINT(139.7785941 35.698528),6953.0
溝口一丁目 - 2871,POINT(139.6103529 35.5999545),7209.0
溝口一丁目 - 2872,POINT(139.6105999 35.6000334),7209.0
溝口一丁目 - 2870,POINT(139.6104497 35.5999317),7209.0
寿四丁目 - 298,POINT(139.7938927 35.7081182),7977.0
国領町四丁目 - 4489,POINT(139.557892 35.649019),8274.0
弥生二丁目 - 4325,POINT(139.7643534 35.7174472),8786.0
上目黒二丁目 - 949,POINT(139.6966535 35.6428169),12370.0
神田小川町2 - 1220,POINT(139.7638661 35.693854),2837.0
神田小川町2 - 1221,POINT(139.7643894 35.6937162),2837.0
神田小川町2 - 1218,POINT(139.7644119 35.6937091),2837.0
千代ケ丘八丁目 - 822,POINT(139.5079165 35.6172598),3349.0
平和島三丁目 - 2234,POINT(139.748866 35.5818132),3989.0
国領町六丁目 - 4471,POINT(139.554942 35.64509),5162.0
西久保三丁目 - 2160,POINT(139.5606067 35.711659),5674.0
浅草橋一丁目 - 3165,POINT(139.7834367 35.697454),7722.0
浅草橋一丁目 - 3168,POINT(139.7836011 35.6973856),7722.0
浅草橋一丁目 - 3164,POINT(139.7839503 35.6971051),7722.0
浅草橋一丁目 - 3159,POINT(139.7834221 35.6973905),7722.0
浅草橋一丁目 - 3160,POINT(139.7834473 35.6975543),7722.0
東駒形一丁目 - 1590,POINT(139.7985055 35.7071702),9300.0
太子堂 - 2483,POINT(139.6705707 35.6464954),10324.0
戸山三丁目 - 1595,POINT(139.7136438 35.7056347),10836.0
戸山三丁目 - 1596,POINT(139.7136438 35.7056616),10836.0
台東四丁目 - 2819,POINT(139.7807862 35.7062721),12884.0
上丸子八幡町 - 2092,POINT(139.666772 35.582447),4139.0
落合六丁目 - 2865,POINT(139.4289222 35.6107971),4139.0
落合六丁目 - 2864,POINT(139.4289343 35.6107577),4139.0
成城二丁目 - 3467,POINT(139.5980737 35.6382321),6443.0
東門前一丁目 - 3060,POINT(139.7342781 35.5365291),7723.0
東門前一丁目 - 3067,POINT(139.7342659 35.5365289),7723.0
平河町1 - 4574,POINT(139.7408502 35.6834537),1739.0
新田三丁目 - 4715,POINT(139.7468172 35.7702007),2454.0
西橋本一丁目 - 2241,POINT(139.3406244 35.5906526),5676.0
下宮比町 - 4632,POINT(139.7440628 35.7025362),6444.0
飯田橋 - 321,POINT(139.7444 35.7022834),6444.0
下宮比町 - 3932,POINT(139.7440255 35.702419),6444.0
揚場町 - 3962,POINT(139.7439737 35.7024067),6444.0
西新宿一丁目 - 1516,POINT(139.6989553 35.6904368),6700.0
関前二丁目 - 2281,POINT(139.5521899 35.7093259),6700.0
西新宿一丁目 - 1517,POINT(139.6989682 35.6904403),6700.0
神田多町 - 333,POINT(139.7691148 35.6939065),5165.0
神田多町 - 335,POINT(139.768376 35.694517),5165.0
神田多町 - 331,POINT(139.7689633 35.6946041),5165.0
千代ケ丘二丁目 - 998,POINT(139.511544 35.613673),5421.0
木月一丁目 - 2430,POINT(139.6516209 35.5662538),5421.0
曙町二丁目 - 2721,POINT(139.4163465 35.699904),6957.0
曙町二丁目 - 2712,POINT(139.4161037 35.699912),6957.0
用賀四丁目 - 1630,POINT(139.632899 35.628905),7213.0
南池袋四丁目 - 3285,POINT(139.7227872 35.7232914),7725.0
南池袋四丁目 - 3286,POINT(139.722917 35.7231624),7725.0
経堂一丁目 - 4116,POINT(139.63614 35.6476142),8794.0
中葛西三丁目 - 1334,POINT(139.8729032 35.6636837),9306.0
中葛西三丁目 - 1335,POINT(139.8733485 35.6638711),9306.0
鎌田二丁目 - 2290,POINT(139.611577 35.618278),2583.0
代々木一丁目 - 819,POINT(139.698084 35.6813123),3095.0
代々木一丁目 - 817,POINT(139.6981672 35.6812155),3095.0
東浅川町 - 4336,POINT(139.2966075 35.64382),3607.0
旭が丘二丁目 - 2446,POINT(139.369088 35.664108),4654.0
喜多見九丁目 - 2431,POINT(139.5870974 35.638233),5166.0
曙町二丁目 - 2718,POINT(139.4168973 35.7016994),5422.0
吉祥寺本町一丁目 - 1769,POINT(139.5824953 35.7039849),5934.0
前野町五丁目 - 710,POINT(139.6846887 35.774261),6190.0
新丸子町 - 4559,POINT(139.661557 35.579839),6446.0
新丸子町 - 2362,POINT(139.661196 35.579202),6446.0
新丸子町 - 4570,POINT(139.661575 35.579851),6446.0
新丸子町 - 2363,POINT(139.661249 35.579261),6446.0
西和泉一丁目 - 4387,POINT(139.563644 35.641859),7982.0
西和泉一丁目 - 4385,POINT(139.563633 35.641769),7982.0
百人町四丁目 - 1850,POINT(139.694486 35.7098389),10844.0
神田富山町 - 1044,POINT(139.7725645 35.6941959),4143.0
神田富山町 - 1045,POINT(139.7727312 35.6933148),4143.0
神田東松下町 - 1145,POINT(139.7728956 35.6942936),4143.0
神田東松下町 - 1143,POINT(139.7727827 35.6942564),4143.0
西麻布三丁目 - 3853,POINT(139.723951 35.657021),5167.0
分梅町三丁目 - 2294,POINT(139.4628599 35.6683121),5167.0
喜多見五丁目 - 2564,POINT(139.600528 35.630892),6959.0
湯島四丁目 - 2357,POINT(139.7674703 35.70737),7215.0
湯島三丁目 - 3395,POINT(139.7680463 35.7074795),7215.0
橋本台二丁目 - 4227,POINT(139.3402935 35.5857556),7471.0
下宮比町 - 3936,POINT(139.7443421 35.7032405),8798.0
鳥越一丁目 - 2780,POINT(139.7843058 35.7026023),10846.0
鳥越二丁目 - 2691,POINT(139.7849737 35.7021819),10846.0
鳥越一丁目 - 2770,POINT(139.7840269 35.7022642),10846.0
鳥越一丁目 - 2785,POINT(139.7846174 35.7029989),10846.0
鳥越一丁目 - 2774,POINT(139.7846496 35.7024858),10846.0
鳥越一丁目 - 2769,POINT(139.7846782 35.7026034),10846.0
神田三崎町二丁目 - 4135,POINT(139.754952 35.70203),11358.0
本郷二丁目 - 3348,POINT(139.7616214 35.7057322),11358.0
台東区 - 979,POINT(139.7896519 35.7165722),11358.0
本郷二丁目 - 3314,POINT(139.761077 35.7046315),11358.0
本郷三丁目 - 3216,POINT(139.7617653 35.7050063),11358.0
本郷二丁目 - 3293,POINT(139.7614306 35.7051802),11358.0
本郷二丁目 - 3331,POINT(139.7613014 35.7056786),11358.0
本郷三丁目 - 3209,POINT(139.7621816 35.7048484),11358.0
根岸一丁目 - 4109,POINT(139.7791627 35.7229209),12894.0
根岸一丁目 - 4094,POINT(139.7792566 35.7228763),12894.0
元町一丁目 - 1162,POINT(139.35461 34.751428),451.0
元町一丁目 - 1160,POINT(139.352863 34.752504),550.0
西寺方町 - 1551,POINT(139.2704063 35.6780143),1292.0
羽加美二丁目 - 1756,POINT(139.303382 35.764906),1868.0
神田小川町三丁目 - 1708,POINT(139.7615296 35.6947482),2968.0
神田小川町三丁目 - 1707,POINT(139.7621833 35.6946482),2968.0
神田小川町三丁目 - 1710,POINT(139.7620999 35.6947113),2968.0
神田神保町一丁目 - 4233,POINT(139.7602543 35.6965429),3352.0
鎌田一丁目 - 4625,POINT(139.618341 35.618377),3864.0
東恋ケ窪四丁目 - 1720,POINT(139.468146 35.708616),6960.0
浅草五丁目 - 4527,POINT(139.7974218 35.7219111),8800.0
浅草五丁目 - 225,POINT(139.7974332 35.7218185),8800.0
浅草五丁目 - 228,POINT(139.7972014 35.7222029),8800.0
浅草五丁目 - 223,POINT(139.7971918 35.7222111),8800.0
本所一丁目 - 1515,POINT(139.7963543 35.7046007),9312.0
湯島三丁目 - 3372,POINT(139.7683838 35.7044203),5937.0
東蒲田一丁目 - 1468,POINT(139.7307233 35.5649321),7985.0
鹿沼台二丁目 - 2943,POINT(139.3919174 35.5669419),7985.0
赤羽南一丁目 - 1184,POINT(139.723258 35.776381),9826.0
弥生町 - 1879,POINT(139.691962 35.7550891),9826.0
千駄ヶ谷六丁目 - 688,POINT(139.7098705 35.682724),2713.0
千駄ヶ谷六丁目 - 692,POINT(139.7098714 35.6827411),2713.0
代々木一丁目 - 820,POINT(139.6978123 35.6794848),2841.0
神田佐久間町1 - 339,POINT(139.7747573 35.6975742),2969.0
千代ケ丘一丁目 - 795,POINT(139.5066086 35.6104555),3737.0
万願寺三丁目 - 3079,POINT(139.414908 35.675787),4146.0
谷中一丁目 - 4226,POINT(139.768404 35.7207985),6194.0
和泉一丁目 - 960,POINT(139.6579238 35.678197),7474.0
中野五丁目 - 4000,POINT(139.669968 35.7097874),12388.0
愛宕一丁目 - 3899,POINT(139.7494841 35.6647469),6195.0
愛宕一丁目 - 3895,POINT(139.7493855 35.6646601),6195.0
愛宕一丁目 - 3896,POINT(139.7494659 35.6647568),6195.0
淵野辺四丁目 - 1340,POINT(139.4000223 35.5720372),6451.0
新川六丁目 - 3696,POINT(139.5671966 35.6767549),8294.0
新川六丁目 - 3695,POINT(139.5671578 35.6768332),8294.0
東尾久八丁目 - 1120,POINT(139.7687408 35.7506978),8806.0
湯島二丁目 - 3410,POINT(139.7666385 35.7058117),8806.0
新井一丁目 - 3070,POINT(139.6672184 35.7112836),9830.0
大崎三丁目 - 3821,POINT(139.726916 35.62078),10854.0
野津田町 - 3983,POINT(139.4428584 35.5872344),1741.0
神田神保町1 - 4004,POINT(139.7609173 35.6954938),2330.0
神田神保町1 - 4007,POINT(139.7609185 35.6954793),2330.0
上野二丁目 - 2495,POINT(139.771615 35.7092088),3738.0
上野二丁目 - 2500,POINT(139.7712009 35.7088486),3738.0
上野二丁目 - 2494,POINT(139.771459 35.7085928),3738.0
上野二丁目 - 2498,POINT(139.7714898 35.7092213),3738.0
上野二丁目 - 2509,POINT(139.7714914 35.709216),3738.0
上野四丁目 - 2438,POINT(139.7744145 35.7097293),5172.0
上野四丁目 - 2441,POINT(139.7749924 35.7100992),5172.0
池之端三丁目 - 4277,POINT(139.7701934 35.7158991),5941.0
小石川二丁目 - 861,POINT(139.7496508 35.7101898),11882.0
小石川二丁目 - 854,POINT(139.7497196 35.7103603),11882.0
小石川二丁目 - 855,POINT(139.7496539 35.7099716),11882.0
犬目町 - 3966,POINT(139.3091788 35.6853289),2587.0
西生田一丁目 - 1173,POINT(139.5280217 35.6149567),2715.0
西生田一丁目 - 4676,POINT(139.527901 35.6147756),2715.0
柳窪三丁目 - 1981,POINT(139.49235 35.744245),3227.0
千代ケ丘四丁目 - 835,POINT(139.5048964 35.610346),3867.0
相原町 - 1263,POINT(139.3298454 35.605998),3867.0
上野一丁目 - 2523,POINT(139.7721424 35.7073926),6198.0
上野一丁目 - 2525,POINT(139.7718034 35.7071566),6198.0
上野一丁目 - 2521,POINT(139.7716658 35.7073668),6198.0
上野一丁目 - 2538,POINT(139.7718039 35.7071703),6198.0
上野一丁目 - 2550,POINT(139.7716165 35.7070967),6198.0
上野一丁目 - 2537,POINT(139.7718132 35.70732),6198.0
上野一丁目 - 2528,POINT(139.7723121 35.7075227),6198.0
上野一丁目 - 2533,POINT(139.7716528 35.707661),6198.0
渋谷二丁目 - 590,POINT(139.7084734 35.661103),7990.0
清川二丁目 - 3119,POINT(139.8016125 35.7267256),10348.0
清川二丁目 - 3120,POINT(139.8016273 35.7267256),10348.0
赤坂 - 828,POINT(139.7325628 35.6693935),5175.0
赤坂 - 829,POINT(139.7327293 35.6695154),5175.0
赤坂 - 833,POINT(139.7332219 35.6698819),5175.0
赤坂 - 830,POINT(139.7326946 35.6694879),5175.0
天神町 - 643,POINT(139.3286266 35.657),6711.0
水道二丁目 - 3991,POINT(139.7387404 35.7107248),9326.0
小日向三丁目 - 237,POINT(139.7330815 35.7146491),12398.0
川口町 - 4178,POINT(139.2844527 35.6900837),967.0
羽東一丁目 - 1771,POINT(139.314021 35.759713),3228.0
千住東一丁目 - 1087,POINT(139.80667 35.7442263),4664.0
大師駅前一丁目 - 2209,POINT(139.727374 35.5353786),4920.0
明神町二丁目 - 786,POINT(139.3450411 35.6570997),5432.0
